COUNT,Taxonomy,ssp,Collection,CATALOG,Country,Distrito,GeoGroup,Old_taxonomy1,Old_taxonomy2,New_Taxonomy,lat,lon,mclust2,mclust3,sex,CIL,GLS,ZB,MB,POC,BBC,CM3,M3M3,CB,SH
655,T. cirrhosus,cirrhosus,USNM,388863,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.25,-65.28,Cluster2,Cluster3,F,26.56,29.86,14.61,13.85,5.15,11.49,11.14,10.2,6.53,18.5
656,T. cirrhosus,cirrhosus,USNM,388864,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.25,-65.28,Cluster2,Cluster3,F,26.14,29.33,14.61,13.88,5.33,11.49,10.79,10.24,6.4,18.61
657,T. cirrhosus,cirrhosus,USNM,388865,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.25,-65.28,Cluster2,Cluster2,M,26.51,29.21,14.62,13.89,5.57,11.29,10.79,10.45,6.24,16.86
658,T. cirrhosus,cirrhosus,USNM,388866,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.25,-65.28,Cluster2,Cluster2,M,26.64,30.11,14.77,14.06,5.51,11.62,11.1,10.92,6.26,17.59
659,T. cirrhosus,cirrhosus,USNM,388867,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.25,-65.28,Cluster2,Cluster3,M,26.42,29.81,14.94,14.15,5.29,11.62,10.9,10.45,6.52,17.8
660,T. cirrhosus,cirrhosus,USNM,388868,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.25,-65.28,Cluster2,Cluster3,M,26.03,29.4,14.2,13.65,5.28,11.33,10.78,10.16,6.22,17.96
661,T. cirrhosus,cirrhosus,USNM,388869,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.25,-65.28,Cluster2,Cluster3,F,26.14,29.15,14.59,13.65,5.35,11.63,10.69,10.33,6.3,17.66
662,T. cirrhosus,cirrhosus,USNM,388870,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.25,-65.28,Cluster2,Cluster3,F,26.45,29.35,14.63,13.9,5.35,11.57,10.67,10.15,6.38,17.37
663,T. cirrhosus,cirrhosus,USNM,388879,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.25,-65.28,Cluster2,Cluster3,F,26.33,29.59,14.77,13.8,5.43,11.45,10.82,10.38,6.37,17.76
664,T. cirrhosus,cirrhosus,USNM,388882,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.25,-65.28,Cluster2,Cluster3,F,27.2,30.25,14.65,13.83,5.31,11.69,10.86,10.35,6.44,18.07
665,T. cirrhosus,cirrhosus,USNM,388884,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.25,-65.28,Cluster2,Cluster2,F,26.09,29.13,14.34,13.58,5.41,11.14,10.6,10.26,6.34,16.97
666,T. cirrhosus,cirrhosus,USNM,388889,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.08,-65.3,Cluster2,Cluster2,F,26.24,29.55,14.42,13.74,5.21,11.84,10.48,9.65,6.23,18.89
667,T. cirrhosus,cirrhosus,USNM,388898,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.08,-65.3,Cluster2,Cluster3,F,26.58,29.88,14.82,13.75,5.53,11.61,10.96,10.26,6.39,18.33
668,T. cirrhosus,cirrhosus,USNM,388899,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.08,-65.3,Cluster2,Cluster3,F,25.91,29.4,14.84,13.88,5.37,11.57,10.58,10.31,6.34,18.16
669,T. cirrhosus,cirrhosus,USNM,388906,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.08,-65.3,Cluster2,Cluster3,M,26.56,29.82,15.22,14.11,5.57,12.15,10.87,10.44,6.33,17.82
670,T. cirrhosus,cirrhosus,USNM,388907,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster3,M,26.94,30.53,14.81,14.28,5.33,11.61,11.17,10.31,6.44,18.13
671,T. cirrhosus,cirrhosus,USNM,388908,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster3,M,25.81,29.4,14.87,13.88,5.46,11.87,10.61,10.48,6.46,18.33
672,T. cirrhosus,cirrhosus,USNM,388910,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster2,F,25.56,28.95,14.8,13.72,5.33,11.83,10.79,10.11,6.08,17.85
673,T. cirrhosus,cirrhosus,USNM,388911,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster2,F,26.84,29.44,15.38,13.84,5.46,11.47,10.88,10.42,6.02,18.27
674,T. cirrhosus,cirrhosus,USNM,388913,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster2,M,26.75,29.77,15.42,13.77,5.35,11.88,11.16,10.86,6.65,17.35
675,T. cirrhosus,cirrhosus,USNM,388915,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster2,F,25.73,29.2,14.37,14.2,4.93,11.42,10.77,10.16,6.37,17.45
676,T. cirrhosus,cirrhosus,USNM,388920,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster2,M,27.07,30.18,14.8,14.08,4.93,11.48,11.1,10.01,6.31,17.63
677,T. cirrhosus,cirrhosus,USNM,388921,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster2,M,26.86,30.22,15.36,14.17,5.56,11.5,11.04,10.3,6.18,18.13
678,T. cirrhosus,cirrhosus,USNM,388922,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster3,F,26.6,29.84,14.97,14.11,5.44,11.43,10.97,10.21,6.57,18.5
679,T. cirrhosus,cirrhosus,USNM,388923,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster2,F,26.89,30.31,14.94,14.53,5.42,11.56,10.82,9.71,6.49,18.26
680,T. cirrhosus,cirrhosus,USNM,388924,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster3,M,26.27,29.57,14.74,14.06,5.32,12.02,10.49,10.45,6.36,16.94
681,T. cirrhosus,cirrhosus,USNM,388925,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster2,M,26.51,29.6,15.22,13.94,5.62,11.9,10.38,10.24,6.32,18.26
682,T. cirrhosus,cirrhosus,USNM,388927,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster3,M,26.34,29.68,14.84,13.59,5.25,11.34,10.86,10.28,6.44,18.17
683,T. cirrhosus,cirrhosus,USNM,388929,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster2,M,26.27,29.52,14.58,13.93,5.25,11.24,10.5,10,6.2,18.58
684,T. cirrhosus,cirrhosus,USNM,388930,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster3,M,26.75,29.89,15.07,14.09,5.3,11.73,10.7,10.36,6.36,17.49
685,T. cirrhosus,cirrhosus,USNM,388931,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster3,M,26.71,29.84,14.73,13.95,5.18,11.21,11.02,10.44,6.41,18.52
686,T. cirrhosus,cirrhosus,USNM,407592,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.62,-66.32,Cluster2,Cluster2,M,25.36,28.55,14.12,13.51,5.18,11.22,10.55,10.02,6.08,17.41
687,T. cirrhosus,cirrhosus,USNM,407593,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.62,-66.32,Cluster2,Cluster2,F,25.24,28.79,14.16,13.06,5.53,11.59,10.65,10.04,6.42,18.01
688,T. cirrhosus,cirrhosus,USNM,407597,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.3,-66.22,Cluster2,Cluster2,F,26.5,29.41,14.6,14.01,5.2,11.5,10.49,10.29,6.02,17.57
689,T. cirrhosus,cirrhosus,USNM,407598,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.35,-66.18,Cluster2,Cluster3,M,26.57,30.09,15.16,13.94,5.41,11.64,10.73,10.52,6.82,18.33
690,T. cirrhosus,cirrhosus,USNM,407599,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.35,-66.18,Cluster2,Cluster2,M,26.57,29.73,14.93,14,5.52,11.26,11.09,10.43,6.26,18.08
691,T. cirrhosus,cirrhosus,USNM,407600,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.35,-66.18,Cluster2,Cluster3,F,26.31,29.52,14.39,13.65,5.39,11.36,10.96,10.14,6.42,18.51
692,T. cirrhosus,cirrhosus,USNM,407601,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.35,-66.18,Cluster2,Cluster3,M,27.54,31.09,15.29,13.85,5.41,11.56,11.38,10.62,6.74,19.47
693,T. cirrhosus,cirrhosus,USNM,407602,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.35,-66.18,Cluster2,Cluster3,F,26.24,29.97,14.48,13.88,5.45,11.93,10.92,10.41,6.23,18.24
694,T. cirrhosus,cirrhosus,USNM,407603,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.35,-66.18,Cluster2,Cluster2,M,25.76,28.71,14.33,13.69,5.11,11.28,10.83,9.99,6.48,17.52
695,T. cirrhosus,cirrhosus,USNM,407604,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.35,-66.18,Cluster2,Cluster2,F,26.07,29.31,14.57,13.67,5.37,11.16,10.91,10.14,6.19,17.38
696,T. cirrhosus,cirrhosus,USNM,407606,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.35,-66.18,Cluster2,Cluster2,F,25.29,28.48,14.36,13.33,5.15,11.1,10.73,9.95,6.04,16.94
697,T. cirrhosus,cirrhosus,USNM,407608,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.3,-66.22,Cluster2,Cluster3,M,26.99,30,14.8,14.02,5.63,11.71,10.9,10.21,6.49,18.57
698,T. cirrhosus,cirrhosus,USNM,407610,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.3,-66.22,Cluster2,Cluster2,M,26.41,29.97,14.76,13.32,5.29,11.61,10.66,10.16,6.33,17.43
699,T. cirrhosus,cirrhosus,USNM,407611,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.3,-66.22,Cluster2,Cluster3,M,27.21,30.1,14.45,14.08,5.26,11.42,11.14,10.11,6.3,17.76
700,T. cirrhosus,cirrhosus,USNM,407614,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.3,-66.22,Cluster2,Cluster3,F,25.54,28.74,14.31,13.15,5.29,11.47,10.43,10.02,6.17,18.46
701,T. cirrhosus,cirrhosus,USNM,407615,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.3,-66.22,Cluster2,Cluster3,F,26.11,29.58,14.17,13.32,5.49,11.85,10.83,10.19,6.21,18.8
702,T. cirrhosus,cirrhosus,USNM,407617,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.3,-66.22,Cluster2,Cluster3,F,26.33,29.7,14.41,13.81,5.42,11.53,10.97,10.4,6.53,17.35
703,T. cirrhosus,cirrhosus,USNM,407618,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.3,-66.22,Cluster2,Cluster3,M,26.35,29.67,14.62,14.01,5.44,11.6,10.77,10.21,6.33,17.97
704,T. cirrhosus,cirrhosus,USNM,407620,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.4,-67.65,Cluster2,Cluster2,F,26.25,30.22,14.93,13.82,5.2,11.41,11.1,10.2,6.39,18.07
705,T. cirrhosus,cirrhosus,USNM,415300,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,2.33,-65.25,Cluster2,Cluster3,F,26.45,29.67,15.01,14.04,5.09,11.6,10.73,10.23,6.2,17.68
706,T. cirrhosus,cirrhosus,USNM,417320,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.35,-66.18,Cluster2,Cluster3,F,25.98,29.31,14.64,14.04,5.34,11.6,10.44,10.16,6.21,18.59
707,T. cirrhosus,cirrhosus,USNM,417321,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.3,-66.22,Cluster2,Cluster3,F,26.38,29.17,14.52,13.64,5.25,11.36,10.86,10.13,6.36,17.63
708,T. cirrhosus,cirrhosus,USNM,417322,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.35,-66.18,Cluster2,Cluster3,M,26.78,30.1,15.11,14.17,5.45,11.85,11.08,10.53,6.81,18.86
709,T. cirrhosus,cirrhosus,USNM,417323,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.35,-66.18,Cluster2,Cluster3,M,26.88,30.08,15.25,14.16,5.51,11.73,10.99,10.5,6.56,19.32
808,T. cirrhosus,cirrhosus,USNM,560554,Venezuela,Amazonas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,0.5,-66,Cluster2,Cluster2,F,26.07,29.17,14.71,14.16,5.5,11.68,10.97,10.19,6.31,17.77
623,T. cirrhosus,cirrhosus,USNM,373533,Venezuela,Apure,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,6.55,-67.22,Cluster2,Cluster3,F,26.39,29.78,14.55,13.77,5.61,11.57,10.79,10.22,6.28,17.28
624,T. cirrhosus,cirrhosus,USNM,373534,Venezuela,Apure,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,6.55,-67.22,Cluster2,Cluster3,M,25.99,29.31,14.21,13.25,5.51,11.2,10.71,9.89,6.32,18.29
638,T. cirrhosus,cirrhosus,USNM,373536,Venezuela,Apure,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,6.55,-67.22,Cluster2,Cluster2,M,26.59,29.77,14.42,13.38,5.61,11.44,11.05,10.5,6.53,17.24
639,T. cirrhosus,cirrhosus,USNM,373537,Venezuela,Apure,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,6.55,-67.22,Cluster2,Cluster3,F,25.77,28.91,14.41,13.65,5.32,11.65,10.58,10.21,6.31,17.5
640,T. cirrhosus,cirrhosus,USNM,373539,Venezuela,Apure,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,6.55,-67.22,Cluster2,Cluster2,F,26.34,30.43,14.9,13.79,5.45,11.23,11.35,10.58,6.5,18.13
790,T. cirrhosus,cirrhosus,USNM,419245,Venezuela,Apure,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,7.32,-71.95,Cluster2,Cluster3,M,26.26,30.02,14.19,13.5,5.34,11.65,10.75,10.14,6.37,17.56
630,T. cirrhosus,cirrhosus,BM,1152552,Venezuela,Aragua,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10,-67,Cluster2,Cluster2,M,25.71,29.78,14.78,13.72,5.15,11.15,10.74,10.22,6.22,18.01
631,T. cirrhosus,cirrhosus,BM,1152553,Venezuela,Aragua,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10,-67,Cluster2,Cluster2,F,24.98,28.36,14.31,13.57,4.88,11.05,10.23,10.06,5.99,17.98
746,T. cirrhosus,cirrhosus,USNM,562893,Venezuela,Aragua,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.34915,-67.684476,Cluster2,Cluster2,F,24.86,28.21,14.27,13.29,5.34,11.29,10.48,10.19,5.99,17.54
807,T. cirrhosus,cirrhosus,USNM,517312,Venezuela,Aragua,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.28,-67.6,Cluster2,Cluster2,F,25.73,29.47,14.36,13.56,5.21,11.55,10.72,10.1,5.97,17.29
632,T. cirrhosus,cirrhosus,SMNH,70721,Venezuela,Barinas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.38,-70.12,Cluster2,Cluster1,M,25.14,28.14,14,13.34,5.14,11.12,10.28,9.78,6.19,17.19
633,T. cirrhosus,cirrhosus,SMNH,70722,Venezuela,Barinas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.38,-70.12,Cluster2,Cluster3,M,25.82,29.15,14.55,13.6,5.42,11.67,10.65,9.87,6.14,18.23
634,T. cirrhosus,cirrhosus,SMNH,70724,Venezuela,Barinas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.38,-70.12,Cluster2,Cluster2,F,25.89,28.79,14.67,13.94,5.02,11.37,10.63,10,5.99,17.9
635,T. cirrhosus,cirrhosus,SMNH,70726,Venezuela,Barinas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.38,-70.12,Cluster2,Cluster2,F,25.41,28.5,14.23,13.79,5.32,11.47,10.36,9.89,6.08,17.1
636,T. cirrhosus,cirrhosus,SMNH,70727,Venezuela,Barinas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.38,-70.12,Cluster2,Cluster2,F,25.45,29.02,14.81,14.07,5.45,11.6,10.43,10.05,6.29,17.94
637,T. cirrhosus,cirrhosus,SMNH,70728,Venezuela,Barinas,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.38,-70.12,Cluster2,Cluster3,F,26.12,29.41,14.62,13.7,5.43,11.76,10.96,10.47,6.56,18.52
643,T. cirrhosus,cirrhosus,USNM,385507,Venezuela,Bolivar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,7,-62.25,Cluster2,Cluster3,M,27.28,30.53,15.1,14.39,5.19,11.92,11.03,10.73,6.76,18.33
644,T. cirrhosus,cirrhosus,USNM,385508,Venezuela,Bolivar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,7,-62.25,Cluster2,Cluster3,F,26.59,30.54,14.94,13.92,5.48,12.06,10.78,10.39,6.24,18.38
645,T. cirrhosus,cirrhosus,USNM,385510,Venezuela,Bolivar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.98,-61.43,Cluster2,Cluster3,F,26.67,29.79,14.82,13.98,5.79,11.84,11.18,10.28,6.6,19.32
646,T. cirrhosus,cirrhosus,USNM,385511,Venezuela,Bolivar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.98,-61.43,Cluster1,Cluster1,M,25.6,28.63,14.14,13.14,5.25,11.25,10.52,10.12,6.23,17.71
647,T. cirrhosus,cirrhosus,USNM,388852,Venezuela,Bolivar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,6.82,-63.48,Cluster2,Cluster3,F,27.51,30.41,15.18,14.28,5.39,11.79,11.1,10.56,6.55,19.12
648,T. cirrhosus,cirrhosus,USNM,388853,Venezuela,Bolivar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,6.82,-63.48,Cluster2,Cluster3,F,27.6,30.73,15.19,14.58,5.53,12.12,11.25,10.38,6.71,18.47
649,T. cirrhosus,cirrhosus,USNM,388855,Venezuela,Bolivar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,6.82,-63.48,Cluster2,Cluster3,M,26.92,30.49,15.03,14.09,5.3,11.85,11.22,10.81,6.7,18.16
650,T. cirrhosus,cirrhosus,USNM,388857,Venezuela,Bolivar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,6.82,-63.48,Cluster2,Cluster3,M,26.91,29.66,14.6,14.32,5.35,11.83,11.09,10.27,6.53,19.23
806,T. cirrhosus,cirrhosus,USNM,444405,Venezuela,Bolivar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,4.55,-61.42,Cluster2,Cluster3,F,26.38,29.38,14.65,13.94,5.06,11.8,10.74,10.13,6.25,18.13
617,T. cirrhosus,cirrhosus,USNM,371528,Venezuela,Bolivar ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,6.33,-67.13,Cluster2,Cluster3,F,26.98,29.92,14.5,13.72,5.37,11.5,10.58,10.09,6.38,18.03
641,T. cirrhosus,cirrhosus,USNM,373551,Venezuela,Carabobo,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.53,-68.38,Cluster2,Cluster2,F,25.66,28.89,15,13.54,5.18,11.21,10.95,10.63,6.33,18.43
642,T. cirrhosus,cirrhosus,USNM,373553,Venezuela,Carabobo,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.48,-68.32,Cluster2,Cluster3,F,25.86,29.23,14.32,13.42,5.25,11.31,10.79,9.98,6.33,18.43
625,T. cirrhosus,cirrhosus,AMNH,31520,Venezuela,Carabobo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.42526,-68.01426,Cluster2,Cluster2,F,25.79,29.61,14.47,13.84,5.39,11.53,10.84,10.29,6.12,18.06
626,T. cirrhosus,cirrhosus,AMNH,31521,Venezuela,Carabobo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.42526,-68.01426,Cluster2,Cluster2,M,25.63,28.91,14.47,14.01,5.17,11.42,10.55,10.08,6.13,17.32
627,T. cirrhosus,cirrhosus,AMNH,31522,Venezuela,Carabobo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.42526,-68.01426,Cluster2,Cluster2,M,25.79,28.87,13.87,13.2,5.32,11.3,10.99,10.44,6.2,17.48
621,T. cirrhosus,cirrhosus,USNM,371566,Venezuela,Falcon,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.62,-68.4,Cluster2,Cluster2,F,25.25,28.53,14.27,13.68,5.01,11.43,10.27,10.33,6.33,18.09
622,T. cirrhosus,cirrhosus,USNM,371567,Venezuela,Falcon,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.62,-68.4,Cluster2,Cluster2,M,25.98,28.69,14.55,14.02,5.2,11.18,10.64,10.45,6.38,17.79
804,T. cirrhosus,cirrhosus,USNM,444401,Venezuela,Falcon,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.9,-68.77,Cluster2,Cluster2,F,26.19,29.82,14.9,13.86,5.22,11.71,10.79,10.05,6.14,17.31
805,T. cirrhosus,cirrhosus,USNM,444402,Venezuela,Falcon,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.9,-68.77,Cluster2,Cluster3,F,25.81,29.35,14.61,13.56,5.25,11.65,10.69,10.42,6.6,18
710,T. cirrhosus,cirrhosus,USNM,419128,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.05,29.39,14.52,14.08,5.48,11.72,10.5,10.2,6.13,17.55
711,T. cirrhosus,cirrhosus,USNM,419130,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.75,29.2,14.65,13.72,5.12,11.27,10.8,10.36,6.55,17.93
712,T. cirrhosus,cirrhosus,USNM,419131,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,26.4,29.78,14.68,14.43,5.21,11.3,10.78,10.69,6.33,18.3
713,T. cirrhosus,cirrhosus,USNM,419132,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.29,28.13,14.19,13.88,5.34,11.42,10.14,9.98,6.17,16.85
714,T. cirrhosus,cirrhosus,USNM,419135,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.46,29.81,14.54,13.72,5.39,11.89,10.68,9.77,6.29,18.1
715,T. cirrhosus,cirrhosus,USNM,419138,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.54,28.63,14.84,13.6,5.28,11.42,10.61,10.24,6.31,17.57
716,T. cirrhosus,cirrhosus,USNM,419139,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,M,26.24,29.59,14.62,13.9,5.3,11.74,10.74,10.4,6.32,18.24
717,T. cirrhosus,cirrhosus,USNM,419141,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.47,29.13,14.44,14.24,5.37,11.54,10.44,9.82,5.99,18.03
718,T. cirrhosus,cirrhosus,USNM,419143,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,26.04,29.36,15.15,13.94,5.39,11.94,10.95,10.82,6.83,18.61
719,T. cirrhosus,cirrhosus,USNM,419144,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.82,28.74,13.84,13.45,5.16,11.48,10.6,9.71,5.82,17.6
720,T. cirrhosus,cirrhosus,USNM,419145,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.89,29.2,14.12,13.79,5.07,11.31,10.38,9.88,5.99,17.2
721,T. cirrhosus,cirrhosus,USNM,419146,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,25.77,29.02,14.35,13.28,5.32,11.41,10.77,9.66,6,17.9
722,T. cirrhosus,cirrhosus,USNM,419147,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,M,26.01,29.31,14.47,13.86,5.43,11.3,10.47,9.78,5.98,17.55
723,T. cirrhosus,cirrhosus,USNM,419148,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.57,28.92,14.33,13.99,5.19,11.29,10.53,9.88,6.22,17.75
724,T. cirrhosus,cirrhosus,USNM,419149,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster2,F,25.65,28.75,14.73,13.89,5.51,11.3,10.52,9.85,5.79,17
725,T. cirrhosus,cirrhosus,USNM,419150,Venezuela,Guarico,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,9.02,-67.43,Cluster2,Cluster3,F,27.17,30.45,15.01,13.89,5.3,11.45,11.03,10.3,6.44,17.51
