COUNT,Taxonomy,ssp,Collection,CATALOG,Country,Distrito,GeoGroup,Old_taxonomy1,Old_taxonomy2,New_Taxonomy,lat,lon,mclust2,mclust3,sex,CIL,GLS,ZB,MB,POC,BBC,CM3,M3M3,CB,SH
82,T. cirrhosus,cirrhosus,AD,609,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.16,-47.58,Cluster2,Cluster2,F,24.67,28.21,14.1,13.32,5.34,11.55,10.18,9.73,5.74,17.35
83,T. cirrhosus,cirrhosus,MZUSP,1338,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.70805556,-47.55527778,Cluster1,Cluster1,M,24.96,28.12,14.01,13.36,5.1,11.36,10.07,10.07,5.96,16.56
86,T. cirrhosus,cirrhosus,UNESP,12988,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.38,-47.44,Cluster1,Cluster1,M,24.96,27.87,13.83,13.3,5.06,11.38,9.97,9.68,5.68,16.94
107,T. cirrhosus,cirrhosus,FMNH,141595,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-25.13333333,-47.96666667,Cluster1,Cluster1,F,24.37,27.56,13.34,13.1,5.24,11.57,9.9,9.77,5.63,16.56
108,T. cirrhosus,cirrhosus,FMNH,94719,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.36666667,-47.81666667,Cluster1,Cluster1,F,24.78,28.4,13.97,13.16,5.19,11.19,10.14,9.89,5.87,17.03
109,T. cirrhosus,cirrhosus,FMNH,94720,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.36666667,-47.81666667,Cluster2,Cluster2,F,25.3,28.97,13.81,13.45,4.98,11.66,10.19,10.03,6.01,17.24
110,T. cirrhosus,cirrhosus,FMNH,94722,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.36666667,-47.81666667,Cluster1,Cluster1,F,24.76,27.96,13.64,13,4.98,11.44,10.1,9.62,5.97,16.86
111,T. cirrhosus,cirrhosus,FMNH,94723,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.36666667,-47.81666667,Cluster2,Cluster2,F,24.53,28.36,14.09,13.31,5,11.33,9.94,9.38,5.68,17.19
112,T. cirrhosus,cirrhosus,FMNH,94724,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.36666667,-47.81666667,Cluster1,Cluster1,F,24.51,27.96,13.48,13.14,5.06,11.35,10.12,9.78,5.78,16.34
113,T. cirrhosus,cirrhosus,FMNH,94726,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.36666667,-47.81666667,Cluster1,Cluster1,F,24.29,27.88,13.65,13.12,5.05,11.58,10.02,9.61,5.74,17.14
114,T. cirrhosus,cirrhosus,FMNH,94717,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.36666667,-47.81666667,Cluster1,Cluster1,M,24.5,27.86,13.73,13.3,4.96,11.66,10.05,9.63,5.75,16.98
115,T. cirrhosus,cirrhosus,FMNH,94721,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.36666667,-47.81666667,Cluster1,Cluster1,M,24.6,28.19,13.4,12.91,4.94,11.32,10.23,9.83,5.83,16.63
116,T. cirrhosus,cirrhosus,FMNH,94725,Brazil ,Sao Paulo,ehrhardti,T. cirrhosus,T. ehrhardti,T. ehrhardti,-24.36666667,-47.81666667,Cluster2,Cluster2,M,25.12,28.12,13.95,13.42,5.32,11.32,10.38,10.03,6.14,16.23
84,T. cirrhosus,ehrhardti,MZUSP,27781,Brazil ,SP_Oceano,,T. cirrhosus,T. ehrhardti,T. ehrhardti,,,Cluster1,Cluster1,M,24.79,28.19,13.85,13.41,5.17,11.76,10.11,9.91,5.87,16.37
85,T. cirrhosus,ehrhardti,MZUSP,28109,Brazil ,SP_Oceano,,T. cirrhosus,T. ehrhardti,T. ehrhardti,,,Cluster1,Cluster1,M,24.53,27.84,13.53,13.14,5.03,11.36,9.86,9.4,5.47,16.35
137,T. cirrhosus,cirrhosus,USNM,499295,Colombia, Zaragoza,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,7.30192,-75.07486,Cluster2,Cluster2,M,25.46,28.52,14.26,13.29,5.5,11.73,10.54,10.11,6.31,17.53
129,T. cirrhosus,cirrhosus,USNM,281054,Colombia,Bolivar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.32,-74.02,Cluster2,Cluster2,M,25.33,28.19,14.21,13.07,5.16,11.1,10.56,10.17,5.91,18.72
119,T. cirrhosus,cirrhosus,USNM,281037,Colombia,Cesar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.29,-73.15,Cluster2,Cluster2,M,26.45,29.28,14.54,13.07,5.19,11.29,10.86,10.23,6.28,18.11
120,T. cirrhosus,cirrhosus,USNM,281038,Colombia,Cesar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.29,-73.15,Cluster2,Cluster2,M,26.7,30.6,15.76,13.85,5.76,12.01,11.08,11.02,6.5,18.6
121,T. cirrhosus,cirrhosus,USNM,281039,Colombia,Cesar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.29,-73.15,Cluster2,Cluster2,M,26.56,29.48,15.4,13.85,4.9,11.42,11.18,10.89,6.35,18.11
122,T. cirrhosus,cirrhosus,USNM,281040,Colombia,Cesar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.29,-73.15,Cluster2,Cluster3,M,26.87,30.09,15,13.59,5.12,12.02,11.01,10.41,6.42,18.27
123,T. cirrhosus,cirrhosus,USNM,281041,Colombia,Cesar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.29,-73.15,Cluster2,Cluster2,M,26.24,30.34,15.15,13.87,5.15,11.68,11.01,10.29,6.58,18.54
124,T. cirrhosus,cirrhosus,USNM,281042,Colombia,Cesar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.29,-73.15,Cluster2,Cluster2,M,25.26,29.56,14.69,13.82,5.32,11.92,10.74,10.28,6.19,17.46
125,T. cirrhosus,cirrhosus,USNM,281044,Colombia,Cesar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.29,-73.15,Cluster2,Cluster2,F,26.03,29.5,14.4,13.82,5.2,11.37,10.81,10.39,5.94,16.9
126,T. cirrhosus,cirrhosus,USNM,281045,Colombia,Cesar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.29,-73.15,Cluster2,Cluster2,F,26.24,30.6,15.13,14.1,5.19,11.8,11.01,10.8,6.42,17.66
127,T. cirrhosus,cirrhosus,USNM,281049,Colombia,Cesar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.29,-73.15,Cluster2,Cluster2,F,26.24,29.6,15.1,13.77,4.95,11.61,10.96,10.5,6.58,18.11
128,T. cirrhosus,cirrhosus,USNM,281050,Colombia,Cesar,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,10.29,-73.15,Cluster2,Cluster2,F,26.41,29.99,15.16,14.02,4.96,11.73,10.96,10.46,6.44,18.48
130,T. cirrhosus,cirrhosus,SMNH,4440,Colombia,Las Mercedes,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,8.17,-76.58,Cluster2,Cluster2,M,25.52,28.88,14.25,13.52,5.18,11.06,10.63,9.91,6.03,17.49
135,T. cirrhosus,cirrhosus,AMNH,15103,Colombia,Magdalena,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,11.23092,-74.12259,Cluster2,Cluster2,M,26.52,29.21,15.1,13.83,5.23,11.58,10.72,10.18,6.19,17.66
136,T. cirrhosus,cirrhosus,BM,33191,Colombia,Magdalena,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,11.15,-74.13,Cluster2,Cluster2,M,25.52,28.52,14.69,13.5,5.18,11.54,10.72,10.39,6.07,17.53
134,T. cirrhosus,cirrhosus,AMNH,142158,Colombia,Meta,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,4.142 ,-73.62664,Cluster2,Cluster2,F,25.96,29.24,14.12,13.41,5.26,11.48,10.81,10.3,6.19,16.9
131,T. cirrhosus,cirrhosus,FMNH,72150,Colombia,Putumayo,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,0.466666667,-75.33333333,Cluster2,Cluster2,F,26.12,29.43,14.63,13.59,5.36,11.34,10.65,9.88,6.06,17.46
132,T. cirrhosus,cirrhosus,FMNH,72149,Colombia,Putumayo,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,0.466666667,-75.33333333,Cluster2,Cluster2,M,26.01,29.32,14.34,13.26,5.21,11.54,10.91,10.02,6.58,17.71
133,T. cirrhosus,cirrhosus,FMNH,72151,Colombia,Putumayo,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,0.466666667,-75.33333333,Cluster2,Cluster2,M,25.69,28.41,14.48,13.52,5.11,11.88,10.67,10.1,5.94,17.34
147,T. cirrhosus,cirrhosus,USNM,562764,Costa Rica,Guanacaste,,T. cirrhosus,T. c. coffini,T. cirrhosus,10.21,-85.21,Cluster1,Cluster1,M,25.2,28.54,13.79,13.22,4.95,11.46,10.04,9.64,5.88,16.62
146,T. cirrhosus,cirrhosus,USNM,562763,Costa Rica,Heredia,,T. cirrhosus,T. c. coffini,T. cirrhosus,10.1599,-83.97442,Cluster1,Cluster1,M,24.55,27.86,13.96,13.48,5.16,11.39,10.04,9.47,5.62,16.61
148,T. cirrhosus,cirrhosus,USNM,565808,Costa Rica,Heredia,,T. cirrhosus,T. c. coffini,T. cirrhosus,10.433333,-83.983333,Cluster1,Cluster1,F,24.87,27.79,13.26,13,5.13,11.13,10.02,9.53,5.93,16.62
145,T. cirrhosus,cirrhosus,USNM,526241,Costa Rica,Osa Peninsula,,T. cirrhosus,T. c. coffini,T. cirrhosus,8.55462,-83.68012,Cluster1,Cluster1,M,25.36,28.66,13.97,13.43,5.17,11.56,10.37,9.74,6.15,17.27
138,T. cirrhosus,cirrhosus,LACM,24515,Costa Rica,Puntarenas,,T. cirrhosus,T. c. coffini,T. cirrhosus,9.25,-83.866669,Cluster2,Cluster2,M,25.29,28.33,13.54,13.26,5.11,10.75,10.33,9.71,5.84,16.62
139,T. cirrhosus,cirrhosus,LACM,24517,Costa Rica,Puntarenas,,T. cirrhosus,T. c. coffini,T. cirrhosus,9.25,-83.866669,Cluster1,Cluster1,F,25.04,27.71,13.63,13.21,5.11,11.13,10.23,9.76,5.91,16.65
140,T. cirrhosus,cirrhosus,LACM,25210,Costa Rica,Puntarenas,,T. cirrhosus,T. c. coffini,T. cirrhosus,10.55,-85.7167,Cluster2,Cluster1,F,25.04,27.87,13.49,13.08,5.36,11.07,10.31,9.6,5.87,16.62
141,T. cirrhosus,cirrhosus,LACM,25211,Costa Rica,Puntarenas,,T. cirrhosus,T. c. coffini,T. cirrhosus,10.55,-85.7167,Cluster2,Cluster2,F,25.66,29.15,13.77,13.16,5.17,10.75,10.62,9.73,5.93,17.31
143,T. cirrhosus,cirrhosus,LACM,26155,Costa Rica,Punterenas,,T. cirrhosus,T. c. coffini,T. cirrhosus,10.3,-84.7,Cluster2,Cluster1,M,25.32,28.37,13.6,13.32,5.13,11.82,10.43,9.84,5.94,17.46
142,T. cirrhosus,cirrhosus,LACM,25528,Costa Rica,,,T. cirrhosus,T. c. coffini,T. cirrhosus,8.643,-82.97816,Cluster2,Cluster2,M,25.3,28.52,13.8,13.44,5.23,11.5,10.56,9.87,5.95,16.62
144,T. cirrhosus,cirrhosus,TTU,13172,Costa Rica,,,T. cirrhosus,T. c. coffini,T. cirrhosus,10.0094604,-84.6717911,Cluster1,Cluster1,F,24.73,27.99,13.78,13.18,5.18,11.58,10.32,9.67,5.88,17.48
151,T. cirrhosus,cirrhosus,FMNH,53444,Ecuador,Manabi,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-0.166666667,-79.63333333,Cluster2,Cluster2,M,25.07,28.61,14.35,13.48,5.32,11.5,10.32,9.8,6.31,17.85
149,T. cirrhosus,cirrhosus,USNM,513435,Ecuador,Napo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-0.38587,-76.52165,Cluster2,Cluster2,F,25.73,28.9,14.08,13.37,5.3,11.36,10.96,9.93,6.1,18.46
150,T. cirrhosus,cirrhosus,FMNH,124683,Ecuador,Napo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-0.033333333,-76.3,Cluster1,Cluster1,F,25.15,28.24,13.57,13.13,4.99,11.31,10.18,9.74,5.92,17.07
175,T. cirrhosus,cirrhosus,ROM,105915,Ecuador,Napo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-0.760278,-76.681762,Cluster2,Cluster2,M,25.47,28.67,14.74,13.73,5.29,11.45,10.43,10.02,6.29,17.41
176,T. cirrhosus,cirrhosus,ROM,105273,Ecuador,Napo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-1.009653,-76.68223,Cluster2,Cluster1,F,25.32,28.47,13.92,13.4,5.39,11.53,10.2,9.83,6,17.84
177,T. cirrhosus,cirrhosus,ROM,104399,Ecuador,Napo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-1.009653,-76.68223,Cluster2,Cluster2,F,25.07,28.12,14.38,13.42,5.26,11.59,10.14,10.13,6.06,17.67
178,T. cirrhosus,cirrhosus,ROM,104008,Ecuador,Napo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-1.013082,-76.682336,Cluster2,Cluster2,F,26.01,28.98,14.96,13.9,5.6,11.95,10.47,10.55,6.28,18.21
179,T. cirrhosus,cirrhosus,ROM,105187,Ecuador,Napo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-0.96936,-76.673196,Cluster2,Cluster3,M,26.09,29.48,14.47,13.89,5.58,11.94,10.57,10.27,6.29,18.36
180,T. cirrhosus,cirrhosus,ROM,105639,Ecuador,Napo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-0.96936,-76.673196,Cluster2,Cluster3,M,26.05,29.32,14.42,13.49,5.17,11.45,10.79,10.16,6.4,18.23
181,T. cirrhosus,cirrhosus,ROM,104400,Ecuador,Napo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-1.009653,-76.68223,Cluster1,Cluster1,M,25.25,28.52,13.88,13.05,5.27,11.58,10.53,10.02,6.1,17.45
182,T. cirrhosus,cirrhosus,ROM,104418,Ecuador,Napo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-1.009653,-76.68223,Cluster2,Cluster2,M,25.22,28.16,14.7,12.97,5.24,11.08,10.36,10.16,6.1,17.42
183,T. cirrhosus,cirrhosus,ROM,104082,Ecuador,Napo ,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,-1.068115,-76.682062,Cluster2,Cluster3,M,26.21,29.12,14.49,13.75,5.19,11.7,10.6,10.08,6.29,18.41
153,T. cirrhosus,coffini,MVZ,98198,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.31667,-88.06667,Cluster1,Cluster1,F,25.01,28.31,13.78,13.34,5.07,11.3,10.13,9.59,5.76,16.7
154,T. cirrhosus,coffini,MVZ,98199,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.31667,-88.06667,Cluster1,Cluster1,F,25.06,28.26,13.71,13.09,5.1,11.38,9.96,9.5,5.61,16.48
155,T. cirrhosus,coffini,MVZ,98200,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.31667,-88.06667,Cluster1,Cluster1,F,25.22,28.62,13.52,13.03,5.2,11.38,10.3,9.49,5.76,17.18
156,T. cirrhosus,coffini,MVZ,130672,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,F,25.28,28.54,13.93,13.34,5.16,11.57,10.06,9.54,5.72,17.13
157,T. cirrhosus,coffini,MVZ,130674,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,F,24.87,28.33,13.44,13.03,5.21,11.45,10.01,9.41,5.66,16.49
158,T. cirrhosus,coffini,MVZ,130675,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,F,24.79,28.16,13.71,13.08,4.93,11.23,10.12,9.52,5.74,16.37
159,T. cirrhosus,coffini,MVZ,130676,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,F,24.4,28.2,13.79,13.37,4.96,11.75,9.84,9.29,5.63,16.92
160,T. cirrhosus,coffini,MVZ,130677,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster2,Cluster2,F,24.87,27.79,14.14,13.29,5.37,11.48,9.92,9.95,5.88,17.06
161,T. cirrhosus,coffini,MVZ,130678,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,F,24.83,28.18,13.62,13.21,5.05,11.28,9.84,9.28,5.58,17.14
162,T. cirrhosus,coffini,MVZ,130679,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,F,25.05,28.21,13.8,13.34,5.01,11.31,9.94,9.75,5.68,17.06
163,T. cirrhosus,coffini,MVZ,130681,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,F,24.97,28.62,13.95,13.03,5.28,11.67,10.21,9.55,5.76,17.18
164,T. cirrhosus,coffini,MVZ,130684,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,F,25.02,28.28,13.24,12.85,4.93,11.14,10.2,9.24,5.56,16.98
165,T. cirrhosus,coffini,MVZ,130685,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,F,24.55,27.73,13.41,12.89,5.03,11.2,9.88,9.35,5.41,16.24
166,T. cirrhosus,coffini,MVZ,130686,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,F,24.86,28.08,13.4,13.01,5.04,11.3,10,9.36,5.65,16.38
167,T. cirrhosus,coffini,MVZ,130687,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,F,25.11,28.19,13.74,13.27,4.98,11.6,10.2,9.59,5.71,16.79
168,T. cirrhosus,coffini,MVZ,130688,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster2,Cluster2,F,25.54,29.18,14.08,13.38,5.15,11.95,10.51,9.88,5.81,18.1
169,T. cirrhosus,coffini,MVZ,130689,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,F,25.32,28.45,13.84,13.28,5.03,11.23,10.29,9.51,5.8,17.01
170,T. cirrhosus,coffini,MVZ,130673,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,M,24.92,28.16,13.45,12.84,4.86,11.25,10.18,9.33,5.78,16.48
171,T. cirrhosus,coffini,MVZ,130680,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,M,24.79,28.19,13.5,12.92,4.98,11.44,10.04,9.45,5.81,16.8
172,T. cirrhosus,coffini,MVZ,130682,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,M,25.3,28.3,13.92,13.17,4.94,11.31,10.18,9.57,5.78,16.69
173,T. cirrhosus,coffini,MVZ,130683,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,M,25.08,28.36,13.42,13.03,4.85,11.33,10.16,9.35,5.7,16.17
174,T. cirrhosus,coffini,MVZ,130690,El Salvador,San Miguel,,T. coffini,T. c. coffini,T. coffini,13.23333,-88.36667,Cluster1,Cluster1,M,25.7,29.25,13.97,13.72,5.16,11.57,10.42,9.74,5.8,16.95
152,T. cirrhosus,coffini,SMP,13860,El Salvador,,,T. coffini,T. c. coffini,T. coffini,13.29,-88.15,Cluster2,Cluster2,M,24.84,28.18,14.01,13.47,4.81,11.6,9.81,9.68,5.88,17.44
270,T. cirrhosus,cirrhosus,AMNH,266089,French Guyana,Kourou,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,M,27.91,31.15,15.95,14.35,5.36,11.83,11.11,10.51,6.54,18.36
271,T. cirrhosus,cirrhosus,SMP,69744,French Guyana,nordeste,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.34,-53.51,Cluster2,Cluster2,F,27.26,30.8,15.25,14.26,5.36,11.15,10.87,10.26,6.52,18.67
272,T. cirrhosus,cirrhosus,SMP,69745,French Guyana,nordeste,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,4.34,-52.11,Cluster2,Cluster2,M,26.45,29.09,15,14.31,5.5,11.91,10.85,10.06,6.04,17.85
184,T. cirrhosus,cirrhosus,AMNH,266079,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,M,27.1,30.69,15.27,14.66,5.23,11.78,10.96,10.69,6.48,18.16
185,T. cirrhosus,cirrhosus,AMNH,266081,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,F,26.04,29.84,14.8,14.31,5.3,11.66,10.75,10.24,6.27,17.97
186,T. cirrhosus,cirrhosus,AMNH,266084,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,M,27.32,30.96,15.08,14.45,5.37,11.94,11.2,10.12,6.63,19.16
187,T. cirrhosus,cirrhosus,AMNH,267442,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,M,27.26,30.74,14.93,14.26,5.56,12.42,11.33,10.63,6.66,19.96
188,T. cirrhosus,cirrhosus,AMNH,267926,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,M,27.1,30.6,15.46,14.48,5.52,12.25,11.29,10.72,6.83,20.01
189,T. cirrhosus,cirrhosus,AMNH,267927,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,F,26.78,30.03,15.32,14,5.45,11.91,11.08,10.87,6.66,18.92
190,T. cirrhosus,cirrhosus,AMNH,267928,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,F,27.44,30.11,15,14.03,5.25,11.43,11.38,10.74,6.62,19.21
191,T. cirrhosus,cirrhosus,AMNH,267929,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,M,27.6,30.73,15.25,14.29,5.34,12.15,11.17,10.73,6.7,18.73
192,T. cirrhosus,cirrhosus,AMNH,267930,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster2,M,27.45,31.2,15.58,14.96,5.5,11.6,11.54,10.99,6.88,19.58
193,T. cirrhosus,cirrhosus,AMNH,267933,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,M,26.45,29.87,15.17,14.46,5.5,11.78,11.04,10.7,6.44,18.34
194,T. cirrhosus,cirrhosus,AMNH,267934,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,M,26.11,29.09,14.08,13.53,5.35,11.15,10.74,10.31,6.34,17.85
195,T. cirrhosus,cirrhosus,AMNH,267935,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,M,27.37,30.77,15.49,14.5,5.3,12.03,11.04,10.77,6.6,18.67
196,T. cirrhosus,cirrhosus,AMNH,267936,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,F,26.84,30.23,14.91,14.24,5.09,11.37,11.06,10.48,6.62,18.32
197,T. cirrhosus,cirrhosus,AMNH,267932,French Guyana,Sinnamary,,T. cirrhosus,T. c. cirrhosus,T. cirrhosus,5.275278,-52.923611,Cluster2,Cluster3,M,27.27,30.8,15.25,14.01,5.54,11.99,11.19,10.55,6.49,17.77
209,T. cirrhosus,coffini,FMNH,64501,Guatemala,Chimaltenago,,T. coffini,T. c. coffini,T. coffini,14.46667,-90.98333,Cluster1,Cluster1,F,24.64,28.11,13.61,12.75,5.1,11.23,9.89,9.77,5.79,16.55
210,T. cirrhosus,coffini,FMNH,65181,Guatemala,Chimaltenago,,T. coffini,T. c. coffini,T. coffini,14.46667,-90.98333,Cluster2,Cluster2,F,24.6,28.12,13.78,13.46,5.37,11.46,9.7,9.36,5.74,16.67
211,T. cirrhosus,coffini,FMNH,65182,Guatemala,Chimaltenago,,T. coffini,T. c. coffini,T. coffini,14.46667,-90.98333,Cluster1,Cluster1,F,24.68,27.94,13.37,12.83,5.14,11.23,9.87,9.48,5.54,16.66
212,T. cirrhosus,coffini,FMNH,65190,Guatemala,Chimaltenago,,T. coffini,T. c. coffini,T. coffini,14.46667,-90.98333,Cluster2,Cluster2,F,24.73,28.03,13.63,13.17,5.12,11.03,9.79,9.64,5.63,16.99
213,T. cirrhosus,coffini,FMNH,64634,Guatemala,Chimaltenago,,T. coffini,T. c. coffini,T. coffini,14.46667,-90.98333,Cluster1,Cluster1,M,24.48,27.71,13.47,13.07,5.28,11.35,9.74,9.37,5.79,16.83
214,T. cirrhosus,coffini,FMNH,65183,Guatemala,Chimaltenago,,T. coffini,T. c. coffini,T. coffini,14.46667,-90.98333,Cluster1,Cluster1,M,24.71,28.18,13.73,12.9,5.33,11.35,9.96,9.45,5.82,16.89
215,T. cirrhosus,coffini,FMNH,65186,Guatemala,Chimaltenago,,T. coffini,T. c. coffini,T. coffini,14.46667,-90.98333,Cluster1,Cluster1,M,24.74,28.2,13.34,12.79,5.11,11.08,9.88,9.51,5.71,16.67
216,T. cirrhosus,coffini,FMNH,65191,Guatemala,Escuintla,,T. coffini,T. c. coffini,T. coffini,14.30818,-90.95,Cluster1,Cluster1,F,24.69,28.06,13.6,13.14,5.16,11.12,9.85,9.45,5.68,17.3
217,T. cirrhosus,coffini,FMNH,65192,Guatemala,Escuintla,,T. coffini,T. c. coffini,T. coffini,14.30818,-90.95,Cluster1,Cluster1,F,24.87,28.06,13.77,12.6,4.94,11.18,10.06,9.57,5.71,16.68
218,T. cirrhosus,coffini,FMNH,65194,Guatemala,Escuintla,,T. coffini,T. c. coffini,T. coffini,14.30818,-90.95,Cluster1,Cluster1,F,24.79,28.04,13.37,12.78,4.96,11.14,9.92,9.58,5.88,16.57
